sample_id,side_or_trapnum,watershed,date,dipteran_large,terrestrial_large,caddisfly_large,mayfly_large,stonefly_large,other_large,dipteran_small,terrestrial_small,caddisfly_small,other_small
ST200203,B,1,2020-04-20,NA,1,NA,NA,NA,NA,3,NA,NA,4
ST200204,A,1,2020-04-20,NA,1,NA,NA,NA,1,NA,NA,NA,9
ST200204,B,1,2020-04-20,NA,1,NA,NA,NA,NA,2,NA,NA,3
ST200205,A,1,2020-04-20,NA,1,,NA,NA,NA,3,NA,NA,5
ST200205,B,1,2020-04-20,NA,1,,NA,NA,1,4,NA,NA,4
ST200241,A,1,2020-04-28,2,2,NA,NA,NA,NA,19,1,,14
ST200241,B,1,2020-04-28,2,NA,NA,NA,1,NA,7,NA,NA,6
ST200242,A,1,2020-04-28,NA,NA,NA,NA,NA,NA,15,NA,NA,5
ST200242,B,1,2020-04-28,NA,NA,NA,NA,NA,NA,8,NA,NA,10
ST200243,A,1,2020-04-28,1,NA,NA,NA,NA,NA,12,2,NA,9
ST200243,B,1,2020-04-28,NA,NA,NA,NA,NA,NA,2,NA,NA,6
ST200244,A,1,2020-04-28,NA,NA,NA,NA,NA,NA,25,NA,NA,12
ST200244,B,1,2020-04-28,NA,NA,NA,NA,NA,NA,12,NA,NA,11
ST200245,A,1,2020-04-28,NA,3,NA,NA,NA,NA,6,1,NA,10
ST200245,B,1,2020-04-28,NA,NA,NA,NA,1,NA,7,NA,NA,3
ST200281,A,1,2020-05-04,NA,NA,NA,NA,NA,NA,32,NA,NA,32
ST200281,B,1,2020-05-04,2,NA,NA,NA,NA,NA,27,NA,NA,39
ST200282,A,1,2020-05-04,NA,NA,NA,NA,NA,NA,14,1,NA,24
ST200282,B,1,2020-05-04,1,NA,NA,NA,NA,NA,7,1,NA,19
ST200283,A,1,2020-05-04,NA,NA,NA,NA,NA,3,13,NA,NA,30
ST200283,B,1,2020-05-04,NA,NA,NA,NA,NA,NA,15,3,NA,35
ST200284,A,1,2020-05-04,2,NA,NA,NA,NA,NA,28,10,NA,27
ST200284,B,1,2020-05-04,3,NA,NA,NA,NA,1,8,2,NA,23
ST200285,A,1,2020-05-04,NA,NA,NA,NA,NA,NA,16,NA,NA,16
ST200285,B,1,2020-05-04,NA,NA,NA,NA,NA,2,11,NA,NA,15
ST200321,A,1,2020-05-12,NA,NA,NA,NA,NA,NA,47,NA,NA,13
ST200321,B,1,2020-05-12,NA,NA,NA,NA,NA,NA,7,NA,NA,5
ST200322,A,1,2020-05-12,NA,NA,NA,NA,NA,NA,52,NA,NA,14
ST200322,B,1,2020-05-12,NA,NA,NA,NA,NA,NA,34,NA,NA,12
ST200323,A,1,2020-05-12,NA,NA,NA,NA,NA,1,7,2,NA,5
ST200323,B,1,2020-05-12,NA,NA,NA,NA,NA,NA,5,NA,NA,6
ST200324,A,1,2020-05-12,NA,NA,NA,NA,NA,1,16,NA,NA,8
ST200324,B,1,2020-05-12,NA,NA,NA,NA,NA,2,10,NA,NA,10
ST200325,A,1,2020-05-12,NA,NA,NA,NA,NA,NA,15,NA,NA,7
ST200325,B,1,2020-05-12,NA,NA,NA,NA,NA,NA,30,NA,NA,15
ST200361,A,1,2020-05-18,NA,NA,NA,NA,NA,NA,37,NA,NA,90
ST200361,B,1,2020-05-18,1,NA,NA,NA,1,1,40,NA,NA,62
ST200362,A,1,2020-05-18,NA,NA,NA,NA,1,NA,106,NA,NA,90
ST200362,B,1,2020-05-18,2,NA,NA,NA,NA,2,46,NA,NA,72
ST200363,A,1,2020-05-18,NA,NA,NA,NA,NA,NA,82,NA,NA,162
ST200363,B,1,2020-05-18,NA,NA,NA,NA,NA,NA,118,1,NA,137
ST200364,A,1,2020-05-18,1,NA,NA,NA,NA,NA,89,NA,NA,47
ST200364,B,1,2020-05-18,NA,NA,NA,NA,NA,2,53,NA,NA,43
ST200365,A,1,2020-05-18,NA,NA,NA,NA,NA,2,40,NA,NA,59
ST200365,B,1,2020-05-18,NA,NA,NA,NA,3,1,53,NA,NA,61
ST200401,A,1,2020-05-26,1,NA,NA,NA,5,2,106,7,NA,56
ST200401,B,1,2020-05-26,1,NA,NA,NA,2,1,74,2,NA,35
ST200402,A,1,2020-05-26,NA,1,NA,NA,4,3,46,2,NA,20
ST200402,B,1,2020-05-26,1,NA,NA,NA,NA,NA,89,1,NA,25
ST200403,A,1,2020-05-26,8,NA,NA,NA,NA,1,139,1,NA,60
ST200403,B,1,2020-05-26,8,NA,NA,NA,4,NA,85,2,NA,37
ST200404,A,1,2020-05-26,8,,NA,NA,3,3,58,5,NA,49
ST200404,B,1,2020-05-26,NA,NA,NA,NA,3,2,91,4,NA,24
ST200405,A,1,2020-05-26,4,NA,NA,NA,2,2,128,2,NA,52
ST200405,B,1,2020-05-26,NA,NA,NA,NA,5,1,73,NA,NA,40
ST200441,A,1,2020-06-01,4,NA,NA,NA,2,3,40,NA,NA,10
ST200441,B,1,2020-06-01,NA,NA,1,NA,4,2,34,NA,NA,15
ST200442,A,1,2020-06-01,2,NA,NA,NA,NA,NA,36,NA,NA,7
ST200442,B,1,2020-06-01,2,3,NA,NA,3,NA,58,NA,NA,8
ST200443,A,1,2020-06-01,NA,NA,NA,NA,2,3,45,NA,NA,10
ST200443,B,1,2020-06-01,NA,NA,NA,NA,4,NA,34,1,NA,7
ST200444,A,1,2020-06-01,1,NA,NA,NA,3,4,46,3,NA,15
ST200444,B,1,2020-06-01,NA,NA,NA,NA,2,5,43,NA,NA,6
ST200445,A,1,2020-06-01,2,NA,NA,NA,2,NA,27,NA,NA,12
ST200445,B,1,2020-06-01,NA,NA,NA,NA,4,3,32,NA,NA,9
ST200481,A,1,2020-06-08,NA,1,NA,NA,1,1,32,4,NA,11
ST200481,B,1,2020-06-08,1,NA,NA,NA,3,3,45,NA,NA,18
ST200482,A,1,2020-06-08,NA,NA,NA,NA,4,2,24,NA,NA,16
ST200482,B,1,2020-06-08,1,NA,NA,NA,NA,NA,42,NA,NA,11
ST200483,A,1,2020-06-08,1,2,NA,NA,NA,1,54,1,NA,12
ST200483,B,1,2020-06-08,NA,NA,NA,NA,NA,3,54,1,NA,15
ST200484,A,1,2020-06-08,NA,1,NA,NA,NA,1,44,1,NA,4
ST200484,B,1,2020-06-08,NA,NA,NA,NA,NA,2,27,2,NA,10
ST200485,A,1,2020-06-08,NA,2,NA,NA,NA,1,55,6,NA,11
ST200485,B,1,2020-06-08,1,1,NA,NA,NA,NA,40,NA,NA,7
ST200521,A,1,2020-06-15,NA,1,NA,NA,2,1,24,NA,NA,7
ST200521,B,1,2020-06-15,1,NA,NA,1,2,NA,20,NA,NA,9
ST200522,A,1,2020-06-15,2,NA,NA,NA,NA,NA,18,1,NA,6
ST200522,B,1,2020-06-15,1,NA,NA,NA,1,NA,10,NA,NA,4
ST200523,A,1,2020-06-15,1,NA,NA,NA,1,2,11,NA,NA,5
ST200523,B,1,2020-06-15,2,NA,NA,NA,3,1,23,2,NA,7
ST200524,A,1,2020-06-15,1,1,NA,NA,1,1,11,NA,NA,3
ST200524,B,1,2020-06-15,NA,1,NA,NA,1,2,17,NA,NA,NA
ST200525,A,1,2020-06-15,2,NA,NA,NA,3,1,22,NA,NA,5
ST200525,B,1,2020-06-15,1,NA,NA,NA,NA,NA,30,NA,NA,4
ST200561,A,1,2020-06-22,2,1,1,NA,1,1,7,1,NA,10
ST200561,B,1,2020-06-22,NA,1,2,NA,1,NA,19,2,NA,16
ST200562,A,1,2020-06-22,1,NA,NA,NA,2,6,43,NA,NA,10
ST200562,B,1,2020-06-22,1,NA,2,NA,2,5,17,2,NA,12
ST200563,A,1,2020-06-22,2,NA,NA,NA,2,6,26,1,NA,7
ST200563,B,1,2020-06-22,NA,NA,NA,NA,3,4,9,1,NA,7
ST200564,A,1,2020-06-22,1,NA,3,NA,5,5,39,2,NA,13
ST200564,B,1,2020-06-22,1,NA,1,NA,1,2,12,1,NA,12
ST200565,A,1,2020-06-22,NA,NA,NA,NA,NA,5,8,6,NA,9
ST200565,B,1,2020-06-22,1,NA,2,NA,5,3,30,6,1,7
ST200601,A,1,2020-06-29,NA,NA,1,NA,NA,4,18,NA,NA,8
ST200601,B,1,2020-06-29,NA,NA,NA,NA,1,5,43,1,NA,12
ST200602,A,1,2020-06-29,NA,1,NA,NA,1,2,29,2,NA,9
ST200602,B,1,2020-06-29,NA,NA,NA,NA,NA,1,8,NA,NA,8
ST200603,A,1,2020-06-29,NA,NA,NA,NA,NA,1,8,NA,NA,1
ST200603,B,1,2020-06-29,2,NA,2,NA,NA,1,43,NA,NA,11
ST200604,A,1,2020-06-29,NA,NA,5,NA,NA,3,19,3,NA,19
ST200604,B,1,2020-06-29,1,1,3,NA,NA,1,4,NA,NA,2
ST200605,A,1,2020-06-29,1,NA,NA,NA,1,3,30,NA,NA,7
ST200605,B,1,2020-06-29,NA,NA,3,NA,NA,1,7,NA,NA,8
ST200641,A,1,2020-07-06,2,3,NA,NA,NA,NA,17,NA,NA,8
ST200641,B,1,2020-07-06,3,2,NA,NA,NA,1,5,NA,NA,10
ST200642,A,1,2020-07-06,2,NA,NA,NA,NA,1,19,NA,NA,13
ST200642,B,1,2020-07-06,NA,NA,NA,NA,NA,2,11,NA,NA,4
ST200643,A,1,2020-07-06,2,1,NA,NA,1,NA,16,NA,NA,16
ST200643,B,1,2020-07-06,NA,NA,NA,NA,NA,NA,7,2,NA,10
ST200644,A,1,2020-07-06,NA,NA,NA,NA,NA,NA,21,8,NA,10
ST200644,B,1,2020-07-06,NA,NA,NA,NA,NA,NA,8,NA,NA,10
ST200645,A,1,2020-07-06,4,NA,NA,NA,1,2,27,1,NA,17
ST200645,B,1,2020-07-06,NA,NA,NA,NA,NA,NA,9,1,NA,7
ST200681,A,1,2020-07-13,1,NA,NA,NA,NA,NA,9,1,NA,7
ST200681,B,1,2020-07-13,2,2,NA,NA,NA,4,33,NA,NA,12
ST200682,A,1,2020-07-13,NA,1,NA,NA,1,2,15,NA,NA,10
ST200682,B,1,2020-07-13,1,NA,NA,NA,NA,NA,3,4,NA,4
ST200683,A,1,2020-07-13,NA,NA,NA,NA,NA,1,4,NA,NA,5
ST200683,B,1,2020-07-13,1,NA,NA,NA,NA,4,23,1,NA,11
ST200684,A,1,2020-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ST200684,B,1,2020-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ST200685,A,1,2020-07-13,NA,1,NA,NA,NA,1,3,NA,NA,3
ST200685,B,1,2020-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
ST200721,A,1,2020-07-20,1,NA,NA,NA,NA,NA,14,2,NA,7
ST200721,B,1,2020-07-20,1,4,NA,NA,1,NA,17,NA,NA,14
ST200722,A,1,2020-07-20,NA,4,NA,NA,NA,1,22,2,NA,17
ST200722,B,1,2020-07-20,1,NA,NA,NA,NA,NA,5,NA,NA,6
ST200723,A,1,2020-07-20,NA,NA,NA,NA,NA,2,15,NA,NA,9
ST200723,B,1,2020-07-20,NA,NA,NA,NA,1,2,17,1,NA,7
ST200724,A,1,2020-07-20,NA,1,NA,NA,NA,1,17,2,NA,13
ST200724,B,1,2020-07-20,NA,NA,NA,NA,NA,1,17,NA,NA,9
ST200725,A,1,2020-07-20,1,2,NA,NA,1,3,26,1,NA,6
ST200725,B,1,2020-07-20,1,NA,NA,NA,NA,1,15,1,NA,7
ST200761,A,1,2020-07-27,NA,NA,NA,NA,1,4,22,2,NA,19
ST200761,B,1,2020-07-27,NA,NA,NA,NA,NA,2,13,NA,NA,12
ST200762,A,1,2020-07-27,NA,NA,NA,NA,NA,3,28,1,NA,12
ST200762,B,1,2020-07-27,NA,NA,NA,NA,NA,NA,13,NA,NA,4
ST200763,A,1,2020-07-27,1,NA,NA,NA,NA,1,11,1,NA,10
ST200763,B,1,2020-07-27,NA,NA,NA,NA,NA,NA,24,NA,NA,19
ST200764,A,1,2020-07-27,NA,2,3,NA,NA,3,23,NA,NA,20
ST200764,B,1,2020-07-27,NA,NA,1,NA,NA,2,9,NA,NA,13
ST200765,A,1,2020-07-27,NA,NA,NA,NA,NA,1,10,NA,NA,17
ST200765,B,1,2020-07-27,1,1,NA,NA,NA,NA,23,1,NA,25
ST200801,A,1,2020-08-03,NA,NA,NA,NA,NA,3,20,1,NA,30
ST200801,B,1,2020-08-03,NA,NA,NA,NA,NA,1,11,NA,NA,11
ST200802,A,1,2020-08-03,NA,NA,NA,NA,NA,6,15,3,NA,15
ST200802,B,1,2020-08-03,1,NA,NA,NA,NA,4,7,NA,NA,15
ST200803,A,1,2020-08-03,1,1,NA,NA,NA,2,17,1,NA,10
ST200803,B,1,2020-08-03,1,NA,NA,NA,NA,NA,16,NA,NA,15
ST200804,A,1,2020-08-03,NA,1,NA,NA,NA,2,12,NA,NA,9
ST200804,B,1,2020-08-03,1,2,NA,NA,NA,NA,16,1,NA,25
ST200805,A,1,2020-08-03,NA,NA,NA,NA,NA,N2,15,2,NA,34
ST200805,B,1,2020-08-03,NA,NA,NA,NA,NA,1,12,NA,NA,15
ST200841,A,1,2020-08-10,NA,NA,NA,NA,NA,N,14,NA,NA,23
ST200841,B,1,2020-08-10,NA,1,NA,NA,NA,5,10,NA,NA,15
ST200842,A,1,2020-08-10,NA,NA,1,NA,NA,N,10,1,NA,22
ST200842,B,1,2020-08-10,2,NA,NA,NA,NA,1,5,NA,NA,16
ST200843,A,1,2020-08-10,NA,NA,NA,NA,NA,2,9,NA,NA,13
ST200843,B,1,2020-08-10,NA,NA,NA,NA,NA,2,14,1,NA,23
ST200844,A,1,2020-08-10,NA,2,NA,NA,NA,1,9,NA,NA,28
ST200844,B,1,2020-08-10,NA,NA,NA,NA,NA,N,6,NA,NA,9
ST200845,A,1,2020-08-10,1,NA,NA,NA,NA,1,14,NA,NA,31
ST200845,B,1,2020-08-10,NA,NA,NA,NA,NA,2,5,NA,NA,10
