sample_id,side_or_trapnum,watershed,date,dipteran_large,terrestrial_large,caddisfly_large,mayfly_large,stonefly_large,other_large,dipteran_small,terrestrial_small,caddisfly_small,other_small
ST201116,A,1,2020-09-21,NA,NA,NA,NA,NA,NA,8,1,NA,2
ST201116,B,1,2020-09-21,2,NA,NA,NA,NA,NA,21,NA,NA,4
ST201117,A,1,2020-09-21,NA,2,NA,NA,NA,NA,4,NA,NA,3
ST201117,B,1,2020-09-21,NA,NA,NA,NA,NA,NA,8,NA,NA,1
ST201118,A,1,2020-09-21,NA,NA,NA,NA,NA,NA,8,1,NA,2
ST201118,B,1,2020-09-21,NA,NA,NA,NA,NA,NA,10,NA,NA,6
ST201119,A,1,2020-09-21,NA,1,NA,NA,NA,NA,1,NA,NA,9
ST201119,B,1,2020-09-21,5,1,NA,NA,NA,NA,5,1,NA,4
ST201120,A,1,2020-09-21,NA,NA,NA,NA,NA,NA,3,1,NA,2
ST201120,B,1,2020-09-21,1,2,NA,NA,NA,1,12,NA,NA,3
ST201156,A,1,2020-09-28,NA,NA,1,NA,NA,NA,3,NA,NA,5
ST201156,B,1,2020-09-28,NA,2,NA,NA,NA,NA,13,NA,NA,7
ST201157,A,1,2020-09-28,NA,1,1,NA,NA,NA,39,3,NA,14
ST201157,B,1,2020-09-28,NA,NA,NA,NA,NA,NA,34,NA,NA,5
ST201158,A,1,2020-09-28,NA,1,NA,NA,NA,NA,7,NA,1,5
ST201158,B,1,2020-09-28,2,1,1,NA,NA,NA,6,NA,NA,6
ST201159,A,1,2020-09-28,1,NA,NA,NA,NA,NA,16,NA,NA,4
ST201159,B,1,2020-09-28,NA,2,NA,NA,NA,NA,57,NA,NA,NA
ST201160,A,1,2020-09-28,NA,NA,NA,NA,NA,NA,10,1,NA,7
ST201160,B,1,2020-09-28,1,NA,NA,NA,NA,NA,11,1,NA,8
ST201196,A,1,2020-10-05,NA,NA,1,NA,NA,NA,10,NA,NA,NA
ST201196,B,1,2020-10-05,NA,NA,NA,NA,NA,NA,10,NA,NA,6
ST201197,A,1,2020-10-05,1,NA,NA,NA,NA,NA,3,NA,NA,7
ST201197,B,1,2020-10-05,NA,NA,NA,NA,NA,NA,8,NA,NA,6
ST201198,A,1,2020-10-05,NA,NA,NA,NA,NA,1,5,NA,NA,7
ST201198,B,1,2020-10-05,NA,NA,NA,NA,NA,NA,6,NA,NA,2
ST201199,A,1,2020-10-05,NA,NA,NA,NA,NA,NA,5,NA,NA,5
ST201199,B,1,2020-10-05,NA,NA,NA,NA,NA,NA,7,NA,NA,6
ST201200,A,1,2020-10-05,NA,NA,NA,NA,NA,NA,6,NA,NA,10
ST201200,B,1,2020-10-05,NA,NA,NA,NA,NA,1,9,NA,NA,7
ST201236,A,1,2020-10-12,2,NA,NA,NA,NA,NA,5,NA,NA,5
ST201236,B,1,2020-10-12,2,NA,NA,NA,NA,NA,7,NA,NA,4
ST201237,A,1,2020-10-12,1,NA,NA,NA,NA,2,N,NA,NA,1
ST201237,B,1,2020-10-12,NA,NA,NA,NA,NA,NA,10,NA,NA,2
ST201238,A,1,2020-10-12,1,1,NA,NA,NA,NA,4,,NA,3
ST201238,B,1,2020-10-12,1,NA,NA,NA,NA,NA,7,NA,NA,2
ST201239,A,1,2020-10-12,1,1,NA,NA,NA,NA,7,NA,NA,6
ST201239,B,1,2020-10-12,NA,NA,NA,NA,NA,NA,10,NA,NA,11
ST201240,A,1,2020-10-12,1,NA,NA,NA,NA,1,6,1,NA,1
ST201240,B,1,2020-10-12,NA,NA,NA,NA,NA,NA,7,NA,NA,NA
ST201276,A,1,2020-10-19,NA,NA,NA,NA,NA,1,6,NA,NA,1
ST201276,B,1,2020-10-19,NA,NA,NA,NA,NA,NA,3,NA,NA,4
ST201277,A,1,2020-10-19,NA,NA,NA,NA,NA,NA,N,NA,NA,4
ST201277,B,1,2020-10-19,NA,NA,NA,NA,NA,NA,1,NA,NA,1
ST201278,A,1,2020-10-19,1,NA,NA,NA,NA,NA,4,1,NA,1
ST201278,B,1,2020-10-19,NA,NA,NA,NA,NA,NA,2,1,NA,1
ST201279,A,1,2020-10-19,2,1,NA,NA,NA,NA,3,NA,NA,1
ST201279,B,1,2020-10-19,4,NA,NA,NA,NA,1,7,NA,NA,2
ST201280,A,1,2020-10-19,2,NA,NA,NA,NA,NA,1,NA,NA,3
ST201280,B,1,2020-10-19,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
ST201316,A,1,2020-10-26,NA,NA,NA,NA,NA,NA,N,NA,NA,1
ST201316,B,1,2020-10-26,2,NA,1,NA,NA,NA,6,NA,NA,4
ST201317,A,1,2020-10-26,NA,NA,NA,NA,NA,NA,2,NA,NA,4
ST201317,B,1,2020-10-26,NA,NA,NA,NA,NA,NA,7,NA,NA,3
ST201318,A,1,2020-10-26,1,NA,NA,NA,NA,NA,4,NA,NA,2
ST201318,B,1,2020-10-26,NA,NA,NA,NA,NA,NA,2,1,NA,5
ST201319,A,1,2020-10-26,1,NA,NA,NA,NA,NA,4,NA,NA,1
ST201319,B,1,2020-10-26,1,NA,NA,NA,NA,NA,1,NA,NA,5
ST201320,A,1,2020-10-26,2,NA,NA,NA,NA,NA,4,NA,NA,5
ST201320,B,1,2020-10-26,1,NA,NA,NA,NA,NA,4,NA,NA,2
ST201356,A,1,2020-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ST201356,B,1,2020-11-02,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
ST201357,A,1,2020-11-02,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
ST201357,B,1,2020-11-02,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
ST201358,A,1,2020-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
ST201358,B,1,2020-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ST201359,A,1,2020-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ST201359,B,1,2020-11-02,1,NA,NA,NA,NA,NA,1,NA,NA,NA
ST201360,A,1,2020-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
ST201360,B,1,2020-11-02,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
ST201396,A,1,2020-11-09,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
ST201396,B,1,2020-11-09,1,NA,NA,NA,NA,NA,3,NA,NA,NA
ST201436,A,1,2020-11-16,NA,NA,NA,NA,NA,NA,1,NA,NA,1
ST201436,B,1,2020-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
