sample_id,side_or_trapnum,watershed,date,dipteran_large,terrestrial_large,caddisfly_large,mayfly_large,stonefly_large,other_large,dipteran_small,terrestrial_small,caddisfly_small,other_small
ST190927,4,2,2019-09-09,NA,1,NA,NA,NA,NA,8,NA,NA,NA
ST190928,5,2,2019-09-09,NA,NA,NA,NA,NA,1,7,1,NA,2
ST190928,6,2,2019-09-09,NA,1,NA,NA,NA,1,17,NA,NA,4
ST190929,7,2,2019-09-09,NA,1,NA,NA,NA,NA,10,NA,NA,4
ST190929,8,2,2019-09-09,1,NA,NA,NA,NA,NA,7,NA,NA,2
ST190930,9,2,2019-09-09,NA,NA,NA,NA,NA,NA,6,NA,NA,3
ST190939,10,2,2019-09-09,NA,1,NA,NA,NA,NA,10,NA,NA,3
ST190966,1,2,2019-09-16,NA,1,NA,NA,NA,1,9,NA,NA,5
ST190966,2,2,2019-09-16,NA,1,NA,NA,NA,1,12,NA,NA,5
ST190967,3,2,2019-09-16,1,2,NA,NA,NA,NA,3,2,NA,NA
ST190967,4,2,2019-09-16,1,NA,1,NA,1,1,9,NA,NA,4
ST190968,5,2,2019-09-16,1,NA,NA,NA,NA,NA,6,2,NA,5
ST190968,6,2,2019-09-16,NA,NA,NA,NA,NA,NA,12,2,NA,6
ST190969,7,2,2019-09-16,NA,1,1,NA,NA,NA,20,NA,NA,7
ST190969,8,2,2019-09-16,NA,NA,NA,NA,NA,NA,19,NA,NA,7
ST190970,10,2,2019-09-16,1,NA,NA,NA,NA,NA,19,NA,NA,7
ST190970,9,2,2019-09-16,NA,1,NA,NA,NA,NA,3,1,NA,3
ST191006,1,2,2019-09-23,1,NA,NA,NA,NA,NA,9,NA,NA,4
ST191006,2,2,2019-09-23,NA,3,NA,NA,NA,1,9,NA,NA,4
ST191007,3,2,2019-09-23,NA,2,NA,NA,NA,NA,2,NA,NA,2
ST191007,4,2,2019-09-23,1,1,NA,NA,NA,NA,10,1,NA,3
ST191008,5,2,2019-09-23,NA,NA,NA,NA,NA,1,7,NA,NA,3
ST191008,6,2,2019-09-23,NA,NA,NA,NA,NA,NA,4,NA,NA,2
ST191009,7,2,2019-09-23,NA,2,NA,NA,NA,1,16,NA,NA,1
ST191009,8,2,2019-09-23,NA,2,NA,NA,NA,NA,9,NA,NA,7
ST191010,10,2,2019-09-23,NA,2,NA,NA,NA,NA,8,NA,NA,7
ST191010,9,2,2019-09-23,NA,2,NA,NA,NA,1,10,NA,NA,1
ST191046,1,2,2019-09-30,NA,NA,NA,NA,NA,NA,22,1,NA,1
ST191046,2,2,2019-09-30,NA,2,NA,NA,NA,1,12,2,NA,6
ST191047,3,2,2019-09-30,1,NA,1,NA,NA,NA,4,NA,NA,2
ST191047,4,2,2019-09-30,NA,NA,NA,NA,NA,NA,15,1,NA,4
ST191048,5,2,2019-09-30,1,1,NA,NA,NA,1,12,NA,NA,2
ST191048,6,2,2019-09-30,NA,NA,NA,NA,NA,1,9,2,NA,5
ST191049,7,2,2019-09-30,NA,NA,NA,NA,NA,NA,11,NA,NA,3
ST191049,8,2,2019-09-30,NA,NA,NA,NA,NA,NA,5,2,NA,2
ST191050,10,2,2019-09-30,NA,NA,1,NA,NA,1,8,1,NA,2
ST191050,9,2,2019-09-30,NA,NA,NA,NA,NA,1,9,NA,NA,2
ST301366,B,2,2020-11-09,NA,NA,NA,NA,NA,NA,15,NA,NA,3
1,A,3,2019-04-08,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,B,3,2019-04-08,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A,3,2019-04-08,1,2,NA,NA,NA,NA,NA,NA,NA,NA
4,B,3,2019-04-08,2,1,NA,NA,NA,NA,NA,NA,NA,NA
ST191291,1,3,2019-11-11,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
ST191291,2,3,2019-11-11,0,0,0,0,0,0,0,0,0,0
ST191292,3,3,2019-11-11,1,NA,NA,NA,1,NA,8,NA,NA,NA
ST191292,4,3,2019-11-11,1,NA,NA,NA,NA,NA,11,NA,NA,NA
ST191293,5,3,2019-11-11,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
ST191293,6,3,2019-11-11,0,0,0,0,0,0,0,0,0,0
ST191294,7,3,2019-11-11,1,NA,NA,NA,NA,NA,4,NA,NA,NA
ST191294,8,3,2019-11-11,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
ST191295,10,3,2019-11-11,4,NA,NA,NA,NA,NA,20,NA,NA,NA
ST191295,9,3,2019-11-11,NA,NA,NA,NA,1,NA,6,NA,NA,NA
ST2011451,A,3,2020-11-22,2,NA,NA,NA,NA,NA,1,NA,NA,NA
ST2011451,B,3,2020-11-22,5,NA,NA,NA,1,NA,NA,NA,NA,NA
NA,A,4,2019-04-08,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,B,4,2019-04-08,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,A,5,2019-04-08,1,NA,NA,NA,NA,NA,1,NA,NA,NA
2,B,5,2019-04-08,NA,NA,NA,NA,NA,NA,1,NA,NA,1
ST190101,NA,5,2019-04-15,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
ST190101,NA,5,2019-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ST190141,NA,5,2019-04-22,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
ST190181,NA,5,2019-04-29,4,NA,NA,NA,NA,1,10,NA,NA,3
ST190181,NA,5,2019-04-29,4,NA,NA,NA,NA,NA,3,NA,NA,3
ST190182,NA,5,2019-04-29,3,NA,NA,NA,NA,NA,5,NA,NA,2
ST190182,NA,5,2019-04-29,5,NA,NA,NA,NA,NA,3,NA,NA,1
ST190183,NA,5,2019-04-29,1,NA,NA,NA,NA,1,5,NA,NA,NA
ST190183,NA,5,2019-04-29,1,NA,NA,NA,NA,NA,10,NA,NA,NA
ST190184,NA,5,2019-04-29,3,NA,NA,NA,NA,1,10,NA,NA,2
ST190184,NA,5,2019-04-29,2,1,NA,NA,NA,NA,4,NA,NA,NA
ST190185,NA,5,2019-04-29,1,NA,NA,NA,NA,NA,11,NA,NA,1
ST190185,NA,5,2019-04-29,3,NA,NA,NA,NA,NA,31,NA,NA,6
ST190381,NA,5,2019-06-02,1,2,NA,NA,NA,1,33,NA,NA,NA
ST190381,NA,5,2019-06-02,2,2,NA,NA,NA,NA,83,NA,NA,3
ST190382,NA,5,2019-06-02,6,2,NA,NA,NA,NA,89,NA,NA,3
ST190382,NA,5,2019-06-02,2,1,NA,NA,NA,1,66,NA,NA,6
ST190383,NA,5,2019-06-02,4,1,NA,NA,1,NA,80,NA,NA,3
ST190383,NA,5,2019-06-02,1,2,NA,NA,NA,1,126,1,NA,4
ST190384,NA,5,2019-06-02,1,NA,NA,NA,NA,NA,45,NA,NA,1
ST190384,NA,5,2019-06-02,4,2,NA,NA,2,NA,NA,NA,NA,NA
ST190385,NA,5,2019-06-02,4,2,NA,NA,2,2,189,NA,NA,2
ST190385,NA,5,2019-06-02,NA,NA,NA,NA,1,1,49,NA,NA,1
ST190421,NA,5,2019-06-10,1,1,1,NA,1,4,229,NA,NA,6
ST190421,NA,5,2019-06-10,4,NA,NA,NA,2,4,97,NA,NA,3
ST190422,NA,5,2019-06-10,2,1,NA,NA,1,3,126,NA,NA,7
ST190422,NA,5,2019-06-10,2,NA,NA,NA,NA,3,107,NA,NA,3
ST190423,NA,5,2019-06-10,2,5,NA,NA,NA,6,154,NA,NA,4
ST190423,NA,5,2019-06-10,1,7,NA,NA,1,2,138,NA,NA,1
ST190424,NA,5,2019-06-10,2,3,NA,NA,1,3,221,NA,NA,5
ST190424,NA,5,2019-06-10,3,8,NA,NA,1,4,270,NA,NA,2
ST190425,NA,5,2019-06-10,1,3,NA,NA,NA,4,147,NA,NA,2
ST190425,NA,5,2019-06-10,3,4,NA,NA,1,1,118,2,NA,3
ST190461,NA,5,2019-06-17,NA,1,NA,NA,NA,NA,22,3,NA,NA
ST190461,NA,5,2019-06-17,NA,1,NA,NA,4,NA,38,3,NA,NA
ST190462,NA,5,2019-06-17,1,1,NA,NA,1,1,38,4,NA,1
ST190462,NA,5,2019-06-17,3,2,NA,NA,NA,3,28,3,NA,1
ST190463,NA,5,2019-06-17,1,NA,NA,NA,1,2,45,2,NA,NA
ST190463,NA,5,2019-06-17,NA,4,NA,NA,NA,2,26,1,NA,NA
ST190464,NA,5,2019-06-17,NA,1,NA,NA,1,1,54,1,NA,NA
ST190464,NA,5,2019-06-17,NA,4,NA,NA,NA,1,56,5,NA,NA
ST190465,NA,5,2019-06-17,1,4,1,NA,1,2,41,8,NA,1
ST190465,NA,5,2019-06-17,1,2,NA,NA,NA,1,18,5,NA,NA
ST190501,NA,5,2019-06-24,3,3,2,NA,3,3,65,2,NA,2
ST190501,NA,5,2019-06-24,2,1,1,NA,NA,2,51,7,NA,NA
ST190502,NA,5,2019-06-24,NA,1,NA,NA,NA,2,53,6,NA,2
ST190502,NA,5,2019-06-24,1,NA,NA,NA,1,2,47,7,NA,1
ST190503,NA,5,2019-06-24,NA,NA,3,NA,1,4,52,8,NA,NA
ST190503,NA,5,2019-06-24,NA,2,6,NA,NA,3,40,2,1,NA
ST190504,NA,5,2019-06-24,2,3,NA,NA,2,3,48,5,NA,4
ST190504,NA,5,2019-06-24,NA,1,NA,NA,NA,1,43,4,NA,NA
ST190505,NA,5,2019-06-24,NA,NA,1,NA,NA,2,24,9,NA,NA
ST190505,NA,5,2019-06-24,2,4,3,NA,NA,3,46,3,NA,2
ST190541,NA,5,2019-07-01,2,NA,1,NA,NA,2,30,8,NA,2
ST190541,NA,5,2019-07-01,1,2,1,NA,1,3,42,5,NA,1
ST190542,NA,5,2019-07-01,NA,1,NA,NA,2,3,42,6,NA,1
ST190542,NA,5,2019-07-01,2,2,1,NA,NA,3,39,13,NA,2
ST190543,NA,5,2019-07-01,1,1,9,NA,1,2,43,7,NA,NA
ST190543,NA,5,2019-07-01,1,NA,4,NA,NA,1,35,4,NA,NA
ST190544,NA,5,2019-07-01,1,1,NA,NA,1,2,37,8,NA,2
ST190544,NA,5,2019-07-01,NA,1,3,NA,4,3,93,12,NA,3
ST190545,NA,5,2019-07-01,1,NA,NA,NA,NA,1,32,14,NA,3
ST190545,NA,5,2019-07-01,1,2,1,NA,1,1,44,6,NA,NA
ST190581,NA,5,2019-07-08,NA,2,NA,NA,2,NA,75,11,NA,4
ST190581,NA,5,2019-07-08,NA,3,NA,NA,1,NA,43,5,NA,4
ST190582,NA,5,2019-07-08,NA,NA,NA,NA,2,3,60,8,1,3
ST190582,NA,5,2019-07-08,1,2,NA,NA,3,2,48,2,NA,8
ST190583,NA,5,2019-07-08,1,3,NA,NA,1,NA,43,8,2,4
ST190583,NA,5,2019-07-08,1,1,3,NA,1,1,22,3,2,4
ST190584,NA,5,2019-07-08,4,2,5,NA,3,3,56,13,NA,13
ST190584,NA,5,2019-07-08,NA,2,3,NA,3,1,43,8,NA,4
ST190585,NA,5,2019-07-08,1,1,3,NA,1,1,36,2,NA,2
ST190585,NA,5,2019-07-08,1,1,2,NA,NA,NA,48,6,NA,1
ST190621,NA,5,2019-07-15,2,1,NA,NA,NA,2,32,5,NA,3
ST190621,NA,5,2019-07-15,1,1,1,NA,2,NA,38,8,NA,13
ST190622,NA,5,2019-07-15,3,2,NA,NA,NA,1,27,5,NA,19
ST190622,NA,5,2019-07-15,2,1,NA,NA,1,1,36,3,NA,9
ST190623,NA,5,2019-07-15,2,NA,1,NA,2,NA,17,5,NA,18
ST190623,NA,5,2019-07-15,1,2,1,NA,NA,NA,38,12,1,10
ST190624,NA,5,2019-07-15,NA,NA,NA,NA,NA,NA,18,2,1,7
ST190624,NA,5,2019-07-15,4,NA,1,NA,1,NA,31,7,NA,15
ST190625,NA,5,2019-07-15,2,3,NA,NA,NA,NA,27,8,NA,13
ST190625,NA,5,2019-07-15,2,1,1,NA,1,3,24,12,NA,9
ST190661,NA,5,2019-07-22,1,NA,NA,NA,1,NA,25,10,NA,8
ST190661,NA,5,2019-07-22,2,NA,NA,NA,NA,4,22,4,NA,5
ST190662,NA,5,2019-07-22,1,1,NA,NA,1,9,16,10,NA,8
ST190662,NA,5,2019-07-22,NA,1,1,NA,NA,3,22,6,NA,9
ST190663,NA,5,2019-07-22,5,NA,1,NA,2,1,9,8,NA,9
ST190663,NA,5,2019-07-22,3,2,2,NA,NA,5,25,7,NA,7
ST190664,NA,5,2019-07-22,3,1,4,NA,2,2,26,5,NA,8
ST190664,NA,5,2019-07-22,1,NA,2,NA,NA,1,16,3,NA,3
ST190665,NA,5,2019-07-22,1,1,NA,NA,2,1,11,7,NA,3
ST190665,NA,5,2019-07-22,4,2,NA,NA,1,2,15,13,NA,3
ST190701,NA,5,2019-07-29,5,NA,NA,NA,NA,NA,14,5,NA,NA
ST190701,NA,5,2019-07-29,NA,NA,NA,NA,1,NA,12,4,NA,3
ST190702,NA,5,2019-07-29,1,2,NA,NA,NA,1,7,5,1,1
ST190702,NA,5,2019-07-29,4,1,NA,NA,NA,3,28,4,NA,NA
ST190703,NA,5,2019-07-29,5,2,1,NA,NA,NA,21,5,NA,2
ST190703,NA,5,2019-07-29,NA,1,3,NA,NA,NA,38,6,NA,NA
ST190704,NA,5,2019-07-29,1,3,NA,NA,NA,NA,21,4,NA,NA
ST190704,NA,5,2019-07-29,1,1,NA,NA,NA,NA,20,4,NA,1
ST190705,NA,5,2019-07-29,NA,3,NA,NA,NA,NA,19,2,NA,3
ST190705,NA,5,2019-07-29,3,NA,NA,NA,NA,1,13,1,NA,NA
ST190741,NA,5,2019-08-05,1,3,NA,NA,NA,NA,16,5,NA,1
ST190741,NA,5,2019-08-05,1,NA,NA,NA,NA,2,15,11,NA,NA
ST190742,NA,5,2019-08-05,1,6,NA,NA,NA,1,22,5,NA,4
ST190742,NA,5,2019-08-05,NA,NA,NA,NA,NA,2,26,8,NA,NA
ST190743,NA,5,2019-08-05,1,3,1,NA,NA,2,33,5,NA,4
ST190743,NA,5,2019-08-05,NA,4,NA,1,NA,1,35,7,NA,4
ST190744,NA,5,2019-08-05,4,6,1,NA,NA,1,33,7,NA,1
ST190744,NA,5,2019-08-05,NA,2,1,NA,NA,1,10,7,NA,2
ST190745,NA,5,2019-08-05,5,1,NA,NA,1,1,40,10,NA,4
ST190745,NA,5,2019-08-05,3,7,NA,NA,NA,2,27,6,NA,4
ST190781,NA,5,2019-08-12,2,4,NA,NA,NA,2,32,7,NA,2
ST190781,NA,5,2019-08-12,NA,3,NA,NA,1,1,22,3,NA,2
ST190782,NA,5,2019-08-12,NA,NA,NA,NA,1,2,10,8,NA,1
ST190782,NA,5,2019-08-12,1,3,NA,NA,NA,1,19,5,NA,1
ST190783,NA,5,2019-08-12,1,2,NA,NA,1,1,25,4,NA,1
ST190783,NA,5,2019-08-12,1,NA,1,NA,NA,1,19,9,NA,1
ST190784,NA,5,2019-08-12,NA,3,1,NA,1,1,21,3,NA,5
ST190784,NA,5,2019-08-12,NA,9,NA,NA,2,NA,25,2,NA,3
ST190785,NA,5,2019-08-12,3,7,NA,NA,NA,2,14,4,NA,2
ST190785,NA,5,2019-08-12,1,3,NA,NA,NA,2,13,10,NA,5
ST190821,NA,5,2019-08-19,NA,5,NA,NA,NA,2,7,7,NA,NA
ST190821,NA,5,2019-08-19,NA,2,NA,NA,NA,1,4,1,NA,NA
ST190822,NA,5,2019-08-19,4,11,1,NA,1,NA,23,3,NA,3
ST190822,NA,5,2019-08-19,NA,NA,NA,NA,1,NA,3,1,NA,2
ST190823,NA,5,2019-08-19,1,2,NA,NA,NA,1,10,1,NA,NA
ST190823,NA,5,2019-08-19,NA,2,NA,NA,NA,1,21,3,NA,NA
ST190824,NA,5,2019-08-19,1,3,NA,NA,1,2,8,3,NA,1
ST190824,NA,5,2019-08-19,1,4,NA,NA,NA,1,23,7,NA,1
ST190825,NA,5,2019-08-19,1,1,NA,NA,1,NA,12,5,NA,NA
ST190825,NA,5,2019-08-19,1,2,1,NA,NA,1,12,3,NA,NA
ST190861,NA,5,2019-08-26,NA,3,1,NA,2,1,24,2,NA,NA
ST190861,NA,5,2019-08-26,NA,NA,1,NA,3,1,49,3,NA,NA
ST190862,NA,5,2019-08-26,NA,NA,NA,NA,NA,1,14,1,NA,NA
ST190862,NA,5,2019-08-26,2,NA,NA,NA,NA,1,9,3,NA,2
ST190863,NA,5,2019-08-26,NA,1,NA,NA,1,1,7,3,NA,NA
ST190863,NA,5,2019-08-26,1,4,NA,NA,1,NA,13,7,NA,1
ST190864,NA,5,2019-08-26,NA,2,NA,NA,NA,NA,9,2,NA,NA
ST190864,NA,5,2019-08-26,NA,4,NA,NA,1,NA,12,2,NA,NA
ST190865,NA,5,2019-08-26,NA,NA,NA,NA,NA,NA,12,1,NA,2
ST190865,NA,5,2019-08-26,NA,NA,NA,NA,NA,NA,21,6,NA,NA
NA,A,6,2019-04-08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,B,6,2019-04-08,1,2,NA,NA,NA,NA,NA,NA,NA,NA
