sample_id,side_or_trapnum,watershed,date,dipteran_large,terrestrial_large,caddisfly_large,mayfly_large,stonefly_large,other_large,dipteran_small,terrestrial_small,caddisfly_small,other_small
NA,10,2,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,2
NA,10,2,NA,4,NA,NA,NA,NA,1,15,NA,NA,3
NA,2,2,NA,2,NA,NA,NA,1,3,18,2,NA,17
NA,2,2,NA,NA,NA,NA,NA,NA,1,9,NA,NA,1
NA,2,2,NA,2,NA,NA,NA,NA,1,12,NA,NA,5
NA,2,2,NA,1,NA,NA,NA,NA,NA,11,NA,NA,2
NA,3,2,NA,2,NA,NA,NA,NA,2,23,1,NA,18
NA,3,2,NA,1,NA,NA,NA,NA,NA,6,1,NA,2
NA,3,2,NA,1,1,NA,NA,NA,NA,17,1,NA,NA
NA,3,2,NA,3,NA,NA,NA,NA,NA,12,NA,NA,2
NA,4,2,NA,5,1,NA,NA,NA,1,21,4,NA,17
NA,4,2,NA,3,NA,NA,NA,2,NA,14,1,NA,5
NA,4,2,NA,1,NA,NA,NA,NA,NA,9,NA,NA,2
NA,4,2,NA,1,NA,NA,NA,1,NA,12,1,NA,1
NA,5,2,NA,8,NA,NA,NA,NA,3,60,7,NA,15
NA,5,2,NA,3,NA,NA,NA,NA,NA,26,1,NA,6
NA,5,2,NA,1,NA,NA,NA,2,1,14,1,NA,2
NA,5,2,NA,3,1,NA,NA,NA,1,9,1,NA,NA
NA,6,2,NA,7,1,NA,NA,NA,NA,29,4,NA,15
NA,6,2,NA,NA,NA,NA,NA,NA,1,9,NA,NA,4
NA,6,2,NA,2,NA,NA,NA,2,2,17,1,NA,1
NA,6,2,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
NA,7,2,NA,24,2,NA,NA,NA,1,28,2,NA,11
NA,7,2,NA,5,NA,NA,NA,NA,1,20,NA,NA,8
NA,7,2,NA,NA,NA,NA,NA,NA,1,9,NA,NA,3
NA,7,2,NA,2,NA,NA,NA,NA,NA,12,1,NA,2
NA,7,2,NA,1,NA,NA,NA,NA,NA,13,1,NA,5
NA,8,2,NA,4,NA,NA,NA,NA,1,10,1,NA,6
NA,8,2,NA,3,NA,NA,NA,NA,NA,24,NA,NA,4
NA,8,2,NA,4,NA,NA,NA,NA,2,12,1,NA,1
NA,8,2,NA,1,NA,NA,NA,NA,1,12,NA,NA,4
NA,8,2,NA,3,NA,NA,NA,NA,NA,19,NA,NA,4
NA,9,2,NA,2,NA,NA,NA,1,6,50,1,NA,12
NA,9,2,NA,2,NA,NA,NA,1,NA,20,2,NA,7
NA,9,2,NA,2,NA,NA,NA,NA,NA,7,NA,NA,3
NA,9,2,NA,NA,NA,NA,NA,NA,NA,10,3,NA,1
NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,3,NA,2,2,1,NA,NA,1,44,6,NA,38
NA,1,3,NA,2,4,3,NA,4,2,55,4,NA,36
NA,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,10,3,NA,NA,2,NA,NA,2,3,15,NA,NA,18
NA,10,3,NA,3,8,NA,NA,NA,10,28,4,NA,44
NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,3,NA,1,NA,NA,NA,1,6,30,4,NA,14
NA,2,3,NA,4,NA,1,NA,1,4,63,5,NA,45
NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,3,3,NA,NA,NA,NA,NA,2,4,37,2,NA,32
NA,3,3,NA,1,1,NA,NA,2,5,53,5,NA,28
NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,4,3,NA,2,1,NA,NA,1,5,40,NA,NA,45
NA,4,3,NA,4,3,NA,NA,3,6,40,3,NA,48
NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,5,3,NA,1,NA,NA,NA,NA,NA,20,4,NA,37
NA,5,3,NA,1,3,NA,NA,2,15,48,4,NA,52
NA,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,6,3,NA,1,NA,NA,NA,NA,3,44,NA,NA,34
NA,6,3,NA,4,2,NA,NA,3,25,69,4,NA,67
NA,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,7,3,NA,1,1,NA,NA,NA,7,12,3,NA,18
NA,7,3,NA,NA,NA,NA,NA,NA,14,19,4,NA,30
NA,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,8,3,NA,1,NA,NA,NA,3,2,35,1,NA,28
NA,8,3,NA,2,2,2,NA,NA,9,38,2,NA,39
NA,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,9,3,NA,NA,1,NA,NA,1,1,35,1,NA,29
NA,9,3,NA,5,14,2,NA,NA,3,53,7,NA,47
NA,1,4,NA,1,NA,NA,NA,NA,5,28,4,NA,20
NA,1,4,NA,NA,4,NA,NA,NA,2,30,6,NA,15
NA,1,4,NA,NA,NA,NA,NA,NA,NA,7,1,NA,5
NA,1,4,NA,NA,NA,NA,NA,1,NA,11,NA,NA,4
NA,1,4,NA,1,NA,NA,NA,NA,1,13,3,NA,NA
NA,1,4,NA,NA,NA,1,NA,NA,NA,29,NA,NA,7
NA,1,4,NA,NA,NA,1,NA,NA,NA,18,NA,NA,1
NA,1,4,NA,14,NA,NA,NA,NA,NA,48,5,NA,2
NA,1,4,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
NA,1,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
NA,1,4,NA,12,6,3,NA,NA,3,28,7,NA,19
NA,1,4,NA,5,2,NA,NA,NA,2,25,NA,NA,14
NA,1,4,NA,NA,NA,1,NA,2,1,14,2,NA,1
NA,1,4,NA,3,NA,NA,NA,NA,NA,35,4,NA,12
NA,1,4,NA,4,NA,NA,NA,NA,3,18,1,NA,NA
NA,1,4,NA,2,8,NA,NA,1,2,39,2,NA,6
NA,10,4,NA,3,1,3,NA,NA,5,46,8,NA,21
NA,10,4,NA,NA,6,NA,NA,1,2,19,1,NA,30
NA,10,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,3
NA,10,4,NA,NA,NA,NA,NA,NA,NA,10,1,NA,1
NA,10,4,NA,NA,NA,NA,NA,NA,1,7,NA,NA,3
NA,10,4,NA,1,NA,NA,NA,1,NA,20,1,NA,1
NA,10,4,NA,NA,NA,NA,NA,NA,NA,9,1,NA,4
NA,10,4,NA,NA,NA,NA,NA,NA,NA,12,1,NA,7
NA,10,4,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,1
NA,10,4,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA
NA,10,4,NA,2,2,1,NA,NA,1,21,3,NA,16
NA,10,4,NA,5,3,1,NA,1,3,29,1,NA,25
NA,10,4,NA,2,NA,2,NA,NA,1,9,NA,NA,1
NA,10,4,NA,3,2,5,NA,1,3,40,NA,NA,9
NA,10,4,NA,7,13,NA,NA,NA,5,50,1,NA,13
NA,10,4,NA,8,NA,NA,NA,1,NA,30,2,NA,15
NA,2,4,NA,2,2,NA,NA,NA,3,18,6,NA,9
NA,2,4,NA,NA,3,NA,NA,NA,4,27,5,NA,14
NA,2,4,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
NA,2,4,NA,NA,1,NA,NA,NA,NA,2,NA,NA,2
NA,2,4,NA,NA,NA,NA,NA,NA,1,11,1,NA,NA
NA,2,4,NA,NA,NA,NA,NA,NA,NA,11,2,NA,2
NA,2,4,NA,NA,NA,NA,NA,NA,1,4,1,NA,5
NA,2,4,NA,1,NA,NA,NA,NA,NA,5,1,NA,2
NA,2,4,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
NA,2,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
NA,2,4,NA,4,3,2,NA,NA,3,12,4,NA,12
NA,2,4,NA,3,1,1,NA,1,8,19,6,NA,2
NA,2,4,NA,2,NA,NA,NA,1,1,16,NA,NA,6
NA,2,4,NA,6,NA,NA,NA,NA,1,87,8,NA,7
NA,2,4,NA,2,3,NA,NA,NA,4,30,NA,NA,8
NA,2,4,NA,4,1,2,NA,2,3,70,16,NA,3
NA,3,4,NA,1,3,1,NA,NA,5,30,4,NA,14
NA,3,4,NA,1,NA,1,NA,NA,2,16,2,NA,36
NA,3,4,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,3
NA,3,4,NA,NA,NA,NA,NA,NA,NA,11,1,NA,1
NA,3,4,NA,NA,1,NA,NA,NA,NA,15,2,NA,2
NA,3,4,NA,NA,NA,NA,NA,NA,NA,9,3,NA,3
NA,3,4,NA,2,NA,NA,NA,NA,1,9,1,NA,1
NA,3,4,NA,1,NA,NA,NA,NA,NA,38,1,NA,1
NA,3,4,NA,NA,NA,NA,NA,NA,NA,9,2,NA,NA
NA,3,4,NA,1,NA,NA,NA,NA,NA,7,NA,NA,NA
NA,3,4,NA,4,1,1,NA,NA,7,43,1,NA,25
NA,3,4,NA,4,3,4,NA,NA,3,22,3,NA,14
NA,3,4,NA,3,NA,NA,NA,NA,1,11,2,NA,2
NA,3,4,NA,16,1,NA,NA,1,1,106,2,NA,13
NA,3,4,NA,10,6,NA,NA,NA,4,71,4,NA,13
NA,3,4,NA,4,1,NA,NA,NA,2,41,NA,NA,8
NA,4,4,NA,NA,NA,NA,1,NA,4,28,4,NA,19
NA,4,4,NA,NA,2,NA,NA,NA,4,25,1,NA,18
NA,4,4,NA,NA,NA,NA,NA,NA,NA,3,3,NA,4
NA,4,4,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,3
NA,4,4,NA,NA,1,NA,NA,NA,NA,17,2,NA,2
NA,4,4,NA,NA,NA,NA,NA,1,NA,12,1,NA,2
NA,4,4,NA,NA,NA,NA,NA,NA,NA,20,2,NA,1
NA,4,4,NA,2,NA,NA,NA,NA,NA,10,NA,NA,1
NA,4,4,NA,1,NA,NA,NA,NA,NA,17,1,NA,NA
NA,4,4,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA
NA,4,4,NA,2,NA,2,NA,NA,3,12,1,NA,16
NA,4,4,NA,5,1,1,NA,NA,2,10,1,NA,2
NA,4,4,NA,3,3,NA,NA,NA,2,13,NA,NA,3
NA,4,4,NA,1,NA,NA,NA,NA,NA,43,NA,NA,8
NA,4,4,NA,5,6,NA,NA,1,2,52,3,NA,4
NA,4,4,NA,4,2,2,NA,NA,4,83,1,NA,18
NA,5,4,NA,1,5,1,NA,NA,7,41,18,NA,20
NA,5,4,NA,NA,2,2,NA,NA,3,32,3,NA,12
NA,5,4,NA,NA,NA,NA,NA,NA,NA,5,2,NA,4
NA,5,4,NA,1,NA,NA,NA,NA,NA,6,NA,NA,2
NA,5,4,NA,NA,NA,1,NA,1,NA,9,2,NA,3
NA,5,4,NA,NA,NA,NA,NA,1,NA,13,NA,NA,3
NA,5,4,NA,NA,NA,NA,NA,1,NA,5,3,NA,1
NA,5,4,NA,2,NA,NA,NA,NA,NA,11,NA,NA,1
NA,5,4,NA,1,1,NA,NA,NA,1,7,NA,NA,NA
NA,5,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
NA,5,4,NA,2,2,NA,NA,NA,9,34,4,NA,15
NA,5,4,NA,NA,4,NA,NA,NA,NA,6,NA,NA,11
NA,5,4,NA,3,NA,NA,NA,NA,1,18,NA,NA,1
NA,5,4,NA,2,1,NA,NA,NA,NA,6,1,NA,1
NA,5,4,NA,1,NA,NA,NA,NA,2,30,1,NA,NA
NA,5,4,NA,1,7,NA,NA,1,8,48,8,NA,14
NA,6,4,NA,2,8,NA,NA,NA,3,35,5,NA,13
NA,6,4,NA,2,NA,NA,NA,NA,1,31,3,NA,11
NA,6,4,NA,NA,NA,NA,NA,NA,NA,9,2,NA,2
NA,6,4,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,6
NA,6,4,NA,1,1,NA,NA,NA,NA,13,NA,NA,2
NA,6,4,NA,NA,NA,NA,NA,1,NA,12,3,NA,2
NA,6,4,NA,NA,1,NA,NA,NA,1,6,4,NA,NA
NA,6,4,NA,NA,NA,NA,NA,NA,NA,4,3,NA,3
NA,6,4,NA,NA,NA,NA,NA,NA,NA,20,1,NA,1
NA,6,4,NA,NA,NA,NA,NA,NA,NA,17,4,NA,NA
NA,6,4,NA,6,1,NA,NA,NA,2,58,NA,NA,25
NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
NA,6,4,NA,1,NA,NA,NA,NA,NA,2,NA,NA,1
NA,6,4,NA,4,1,NA,NA,NA,3,53,1,NA,3
NA,6,4,NA,11,1,NA,NA,NA,3,74,1,NA,5
NA,6,4,NA,7,6,NA,NA,1,7,30,13,NA,18
NA,7,4,NA,1,1,1,NA,NA,4,26,8,NA,13
NA,7,4,NA,NA,1,NA,NA,NA,NA,27,14,NA,23
NA,7,4,NA,NA,NA,1,NA,NA,NA,5,1,NA,NA
NA,7,4,NA,1,NA,NA,NA,NA,NA,8,NA,NA,1
NA,7,4,NA,NA,NA,NA,NA,NA,1,14,1,NA,2
NA,7,4,NA,NA,NA,NA,NA,1,1,14,1,NA,2
NA,7,4,NA,NA,NA,NA,NA,NA,NA,15,2,NA,4
NA,7,4,NA,NA,NA,NA,NA,NA,NA,3,1,NA,1
NA,7,4,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
NA,7,4,NA,1,NA,NA,NA,NA,NA,8,NA,NA,NA
NA,7,4,NA,NA,NA,1,NA,NA,1,19,1,NA,19
NA,7,4,NA,1,1,1,NA,2,4,24,1,NA,19
NA,7,4,NA,1,NA,NA,NA,1,1,6,NA,NA,4
NA,7,4,NA,1,NA,NA,NA,NA,NA,14,NA,NA,NA
NA,7,4,NA,1,6,NA,NA,NA,2,37,NA,NA,4
NA,7,4,NA,4,2,NA,NA,NA,3,28,1,NA,7
NA,8,4,NA,1,10,NA,1,1,5,16,8,NA,14
NA,8,4,NA,4,3,NA,NA,NA,NA,40,9,NA,16
NA,8,4,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,3
NA,8,4,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,1
NA,8,4,NA,NA,NA,NA,NA,1,NA,10,5,NA,4
NA,8,4,NA,2,NA,NA,NA,NA,NA,9,1,NA,1
NA,8,4,NA,NA,NA,NA,NA,NA,NA,12,1,NA,3
NA,8,4,NA,NA,NA,NA,NA,NA,NA,12,2,NA,1
NA,8,4,NA,NA,NA,NA,NA,NA,NA,3,3,NA,1
NA,8,4,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA
NA,8,4,NA,NA,1,1,NA,NA,3,29,1,NA,24
NA,8,4,NA,4,4,1,NA,3,6,11,2,NA,15
NA,8,4,NA,2,NA,NA,NA,1,2,5,NA,1,1
NA,8,4,NA,5,2,NA,NA,1,2,30,2,NA,8
NA,8,4,NA,3,5,NA,NA,NA,1,31,1,NA,3
NA,8,4,NA,11,2,NA,NA,NA,2,46,1,NA,10
NA,9,4,NA,NA,1,NA,NA,NA,8,24,1,NA,7
NA,9,4,NA,NA,1,2,NA,1,2,21,2,NA,12
NA,9,4,NA,1,NA,NA,NA,NA,NA,9,3,NA,3
NA,9,4,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA
NA,9,4,NA,2,NA,NA,NA,NA,NA,21,3,NA,NA
NA,9,4,NA,NA,NA,NA,NA,NA,NA,11,4,NA,NA
NA,9,4,NA,1,NA,NA,NA,NA,NA,7,2,NA,2
NA,9,4,NA,NA,NA,1,NA,NA,NA,16,5,NA,1
NA,9,4,NA,6,NA,NA,NA,NA,NA,101,2,NA,1
NA,9,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
NA,9,4,NA,3,2,3,NA,2,1,53,4,NA,36
NA,9,4,NA,9,3,NA,NA,NA,4,23,NA,NA,17
NA,9,4,NA,1,1,NA,NA,1,NA,11,NA,NA,1
NA,9,4,NA,4,2,NA,NA,NA,2,60,5,NA,19
NA,9,4,NA,6,13,NA,NA,NA,NA,35,4,NA,8
NA,9,4,NA,3,2,NA,NA,1,3,31,NA,NA,22
NA,1,5,NA,NA,3,NA,NA,1,3,18,6,NA,8
NA,1,5,NA,1,2,4,NA,NA,3,21,12,NA,8
NA,1,5,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,1
NA,1,5,NA,NA,NA,NA,NA,NA,1,6,4,NA,1
NA,1,5,NA,2,NA,NA,NA,NA,NA,17,NA,NA,2
NA,1,5,NA,NA,NA,NA,NA,NA,NA,12,1,NA,NA
NA,1,5,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA
NA,1,5,NA,NA,NA,NA,NA,NA,2,31,3,NA,11
NA,1,5,NA,1,NA,NA,NA,NA,NA,33,5,NA,5
NA,1,5,NA,1,1,NA,NA,3,2,123,5,1,5
NA,1,5,NA,NA,1,1,NA,1,NA,16,NA,NA,5
NA,1,5,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,1
NA,1,5,NA,NA,2,NA,NA,NA,NA,12,NA,NA,3
NA,1,5,NA,1,NA,NA,NA,1,10,58,3,NA,6
NA,1,5,NA,2,NA,NA,NA,1,1,23,NA,NA,11
NA,1,5,NA,3,1,1,NA,1,1,36,NA,NA,7
NA,10,5,NA,2,NA,NA,NA,2,4,21,7,NA,10
NA,10,5,NA,1,2,NA,NA,NA,6,14,2,NA,5
NA,10,5,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1
NA,10,5,NA,NA,NA,NA,NA,NA,NA,9,2,NA,1
NA,10,5,NA,2,NA,NA,NA,NA,NA,22,1,NA,5
NA,10,5,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA
NA,10,5,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA
NA,10,5,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,10
NA,10,5,NA,1,NA,NA,NA,4,2,118,8,NA,29
NA,10,5,NA,3,NA,NA,NA,NA,NA,71,1,NA,8
NA,10,5,NA,1,NA,1,NA,1,6,15,1,NA,NA
NA,10,5,NA,1,NA,NA,NA,NA,NA,9,2,NA,NA
NA,10,5,NA,NA,NA,NA,NA,NA,1,6,NA,NA,1
NA,10,5,NA,4,2,1,NA,NA,4,9,2,NA,4
